Country,IND,SEX,AGE,TIME,Unit,Value
Japan,EMP2,ALL_PERSONS,2554,1995,Percentage,79.3
Greece,EMP2,ALL_PERSONS,1564,2005,Percentage,59.6
Greece,EMP1,ALL_PERSONS,1564,1990,Percentage,59.1
Australia,EMP6,MEN,2554,2012,Percentage,3.6
OECD - Average,EMP1,ALL_PERSONS,1564,1995,Percentage,69.5
Netherlands,EMP3,WOMEN,1524,2005,Percentage,11.0
Slovak Republic,EMP1,WOMEN,1524,2005,Percentage,32.3
Japan,EMP2,WOMEN,2554,2000,Percentage,63.6
Brazil,EMP2,ALL_PERSONS,2554,2005,Percentage,75.9
Luxembourg,EMP2,WOMEN,1564,1990,Percentage,41.4
Netherlands,EMP6,MEN,2554,2000,Percentage,0.7
Netherlands,EMP2,MEN,1564,2011,Percentage,79.3
Korea,EMP8,WOMEN,5564,2011,Percentage,37.7
Mexico,EMP2,ALL_PERSONS,5564,2000,Percentage,51.7
Korea,EMP7,ALL_PERSONS,1564,2005,Percentage,78.4
France,EMP2,MEN,5564,2012,Percentage,47.5
Switzerland,EMP1,WOMEN,1564,2010,Percentage,75.3
Czech Republic,EMP2,ALL_PERSONS,5564,2010,Percentage,46.5
Finland,EMP1,WOMEN,1524,1990,Percentage,56.9
Hungary,EMP6,ALL_PERSONS,1524,2000,Percentage,0.8
Slovenia,EMP1,ALL_PERSONS,1564,2012,Percentage,70.4
Iceland,EMP3,WOMEN,1524,2012,Percentage,12.4
New Zealand,EMP2,MEN,5564,2013,Percentage,79.3
Netherlands,EMP18_MAT,WOMEN,TOTAL,2012,Weeks,16.0
Italy,EMP6,ALL_PERSONS,55PLUS,2013,Percentage,7.3
Norway,EMP1,ALL_PERSONS,1564,2005,Percentage,78.9
Ireland,EMP8,MEN,2554,2011,Percentage,7.2
Luxembourg,EMP1,WOMEN,1524,2012,Percentage,24.7
Japan,EMP2,WOMEN,1524,2000,Percentage,43.0
Portugal,EMP1,ALL_PERSONS,1524,2011,Percentage,38.1
Japan,EMP2,ALL_PERSONS,1524,2012,Percentage,38.5
Portugal,EMP2,MEN,1524,2012,Percentage,24.8
Australia,EMP2,ALL_PERSONS,2554,2012,Percentage,79.5
Ireland,EMP6,MEN,1524,2013,Percentage,14.2
Switzerland,EMP1,ALL_PERSONS,1564,2005,Percentage,80.9
Ireland,EMP2,MEN,1524,2000,Percentage,66.6
Austria,EMP7,MEN,1564,2005,Percentage,80.4
Turkey,EMP2,WOMEN,2554,1990,Percentage,33.9
United Kingdom,EMP8,ALL_PERSONS,1524,1990,Percentage,9.6
Israel,EMP2,WOMEN,5564,2011,Percentage,54.1
Canada,EMP8,WOMEN,1524,2013,Percentage,30.3
Canada,EMP8,ALL_PERSONS,2554,2005,Percentage,9.3
Spain,EMP1,WOMEN,1524,2011,Percentage,43.2
Italy,EMP1,ALL_PERSONS,1524,2005,Percentage,33.6
Germany,EMP8,ALL_PERSONS,5564,2013,Percentage,3.8
Switzerland,EMP2,ALL_PERSONS,1524,2013,Percentage,62.1
Ireland,EMP2,MEN,2554,2000,Percentage,88.5
Spain,EMP2,ALL_PERSONS,1564,2012,Percentage,56.5
Ireland,EMP6,ALL_PERSONS,1524,2012,Percentage,15.6
Estonia,EMP6,ALL_PERSONS,55PLUS,2013,Percentage,3.9
Ireland,EMP6,WOMEN,2554,2000,Percentage,3.5
Norway,EMP2,ALL_PERSONS,1524,2013,Percentage,52.4
Portugal,EMP8,ALL_PERSONS,2554,1990,Percentage,12.4
Turkey,EMP2,MEN,5564,2011,Percentage,45.4
Norway,EMP2,WOMEN,5564,2010,Percentage,65.0
Chile,EMP2,WOMEN,1564,2010,Percentage,46.7
Estonia,EMP2,ALL_PERSONS,5564,2010,Percentage,53.8
Finland,EMP1,WOMEN,1564,2013,Percentage,73.5
Japan,EMP8,WOMEN,5564,2005,Percentage,24.3
Portugal,EMP6,WOMEN,2554,2012,Percentage,6.9
Canada,EMP3,MEN,1524,2012,Percentage,16.1
Austria,EMP8,MEN,1524,2000,Percentage,36.5
Slovenia,EMP18_PAID,WOMEN,TOTAL,2013,Weeks,52.1
Portugal,EMP2,MEN,1564,1990,Percentage,78.0
Canada,EMP2,ALL_PERSONS,5564,2000,Percentage,48.1
Finland,EMP2,MEN,1524,2000,Percentage,45.7
Slovenia,EMP2,MEN,5564,2012,Percentage,40.7
Germany,EMP7,ALL_PERSONS,1564,2012,Percentage,63.4
France,EMP8,MEN,5564,2011,Percentage,8.2
Italy,EMP8,MEN,5564,2011,Percentage,6.3
Finland,EMP8,MEN,5564,2005,Percentage,5.9
United Kingdom,EMP7,ALL_PERSONS,1564,1995,Percentage,65.0
Austria,EMP8,ALL_PERSONS,1524,2010,Percentage,37.0
Japan,EMP5,ALL_PERSONS,TOTAL,1995,Percentage,14.2
Australia,EMP8,ALL_PERSONS,1524,2011,Percentage,6.5
United Kingdom,EMP6,WOMEN,2554,2012,Percentage,4.8
Portugal,EMP2,MEN,2554,2012,Percentage,78.6
Denmark,EMP6,MEN,2554,2010,Percentage,1.7
Austria,EMP8,ALL_PERSONS,2554,2013,Percentage,5.3
Japan,EMP6,WOMEN,1524,2013,Percentage,7.6
Belgium,EMP1,ALL_PERSONS,1564,2000,Percentage,65.1
Finland,EMP6,MEN,1524,2013,Percentage,6.4
Iceland,EMP8,ALL_PERSONS,5564,1995,Percentage,3.9
United Kingdom,EMP2,MEN,2554,2012,Percentage,86.3
Iceland,EMP11,WOMEN,TOTAL,2013,Percentage,48.1
Chile,EMP1,WOMEN,1564,2012,Percentage,54.6
Switzerland,EMP8,WOMEN,2554,2012,Percentage,6.7
Israel,EMP2,MEN,1524,2005,Percentage,47.9
Canada,EMP6,ALL_PERSONS,1524,2010,Percentage,9.7
Norway,EMP6,ALL_PERSONS,2554,2012,Percentage,1.3
Slovak Republic,EMP8,MEN,1524,2000,Percentage,11.3
Ireland,EMP1,WOMEN,1524,1990,Percentage,47.3
Slovenia,EMP1,WOMEN,1564,2000,Percentage,62.9
New Zealand,EMP1,ALL_PERSONS,1564,2012,Percentage,77.6
Estonia,EMP3,WOMEN,1524,2010,Percentage,29.5
Germany,EMP8,MEN,TOTAL,2013,Percentage,13.2
Slovak Republic,EMP6,MEN,2554,2011,Percentage,1.7
Sweden,EMP2,ALL_PERSONS,1524,2010,Percentage,38.6
Estonia,EMP7,ALL_PERSONS,1564,1995,Percentage,0.0
France,EMP2,WOMEN,1524,2010,Percentage,27.1
Hungary,EMP6,ALL_PERSONS,2554,2000,Percentage,0.7
Hungary,EMP2,ALL_PERSONS,1564,2011,Percentage,55.4
Norway,EMP2,WOMEN,2554,1990,Percentage,76.1
Estonia,EMP2,WOMEN,1564,2000,Percentage,57.3
South Africa,EMP3,ALL_PERSONS,1524,2005,Percentage,48.3
Austria,EMP1,ALL_PERSONS,1564,2011,Percentage,74.6
Czech Republic,EMP8,WOMEN,5564,2000,Percentage,38.2
Chile,EMP2,ALL_PERSONS,1524,2012,Percentage,31.1
Portugal,EMP8,ALL_PERSONS,5564,2013,Percentage,9.7
United Kingdom,EMP8,ALL_PERSONS,5564,2013,Percentage,5.1
Israel,EMP1,WOMEN,1524,1995,Percentage,54.8
Hungary,EMP8,WOMEN,5564,2000,Percentage,8.9
Czech Republic,EMP2,ALL_PERSONS,5564,2013,Percentage,51.6
Ireland,EMP2,WOMEN,5564,2013,Percentage,43.4
New Zealand,EMP1,MEN,1524,2013,Percentage,60.5
Estonia,EMP1,MEN,1564,1995,Percentage,79.9
Canada,EMP2,WOMEN,2554,2011,Percentage,77.2
Germany,EMP8,ALL_PERSONS,1524,2010,Percentage,57.2
Belgium,EMP8,WOMEN,2554,2010,Percentage,7.8
India,EMP2,MEN,1524,2000,Percentage,57.2
Turkey,EMP6,ALL_PERSONS,1524,2012,Percentage,0.7
Luxembourg,EMP8,MEN,1524,2010,Percentage,34.2
United States,EMP6,MEN,2554,2012,Percentage,1.0
Israel,EMP2,MEN,5564,1990,Percentage,68.8
New Zealand,EMP7,MEN,1564,2000,Percentage,85.1
Canada,EMP1,MEN,1524,2010,Percentage,64.2
Russia,EMP2,WOMEN,1564,2012,Percentage,64.7
Iceland,EMP1,MEN,1564,2000,Percentage,89.8
Turkey,EMP2,ALL_PERSONS,1564,2000,Percentage,48.9
Finland,EMP7,MEN,1564,2010,Percentage,68.5
Luxembourg,EMP6,WOMEN,TOTAL,2013,Percentage,4.2
Poland,EMP7,ALL_PERSONS,1564,2012,Percentage,59.8
Netherlands,EMP2,MEN,2554,1990,Percentage,89.2
Italy,EMP2,MEN,1564,2010,Percentage,67.5
Spain,EMP8,ALL_PERSONS,1524,2013,Percentage,64.7
Switzerland,EMP2,WOMEN,1564,2011,Percentage,72.5
Israel,EMP6,WOMEN,55PLUS,2013,Percentage,0.0
Korea,EMP8,WOMEN,1524,2005,Percentage,29.5
Greece,EMP6,ALL_PERSONS,TOTAL,2013,Percentage,5.5
OECD - Average,EMP6,ALL_PERSONS,2554,2013,Percentage,3.6
Norway,EMP2,WOMEN,1564,2011,Percentage,73.4
Portugal,EMP8,ALL_PERSONS,1524,1990,Percentage,40.0
Italy,EMP2,WOMEN,TOTAL,2013,Percentage,34.5
Israel,EMP2,MEN,1564,2012,Percentage,70.7
Netherlands,EMP2,MEN,5564,2010,Percentage,63.5
Turkey,EMP1,MEN,1564,2012,Percentage,75.8
Ireland,EMP8,MEN,5564,2005,Percentage,2.1
Turkey,EMP2,MEN,TOTAL,2013,Percentage,65.2
Russia,EMP3,MEN,1524,1995,Percentage,17.8
South Africa,EMP7,WOMEN,1564,1995,Percentage,0.0
Chile,EMP3,WOMEN,1524,2000,Percentage,31.3
New Zealand,EMP2,MEN,1524,2010,Percentage,51.1
Japan,EMP2,ALL_PERSONS,2554,2012,Percentage,80.5
Turkey,EMP2,WOMEN,1524,2010,Percentage,20.3
Norway,EMP8,WOMEN,2554,2012,Percentage,8.9
OECD - Average,EMP2,MEN,1564,2011,Percentage,72.9
Italy,EMP3,ALL_PERSONS,1524,1990,Percentage,31.5
Hungary,EMP1,MEN,1564,2000,Percentage,67.5
Netherlands,EMP8,MEN,2554,2012,Percentage,13.2
Mexico,EMP1,MEN,1564,2010,Percentage,82.4
Portugal,EMP8,MEN,1524,2011,Percentage,54.0
Austria,EMP6,MEN,1524,2005,Percentage,1.0
Greece,EMP2,WOMEN,1564,2013,Percentage,39.9
Finland,EMP2,WOMEN,5564,1990,Percentage,39.7
India,EMP2,MEN,2554,2000,Percentage,93.8
South Africa,EMP3,WOMEN,1524,2013,Percentage,55.5
Portugal,EMP7,ALL_PERSONS,1564,1995,Percentage,67.6
Estonia,EMP6,WOMEN,1524,2012,Percentage,2.9
Spain,EMP6,WOMEN,55PLUS,2013,Percentage,11.4
Luxembourg,EMP2,MEN,2554,2005,Percentage,92.8
Norway,EMP8,WOMEN,1524,2012,Percentage,26.4
Sweden,EMP6,MEN,1524,2013,Percentage,9.4
Luxembourg,EMP3,WOMEN,1524,2000,Percentage,7.3
Chile,EMP8,WOMEN,2554,2011,Percentage,27.8
Luxembourg,EMP18_PAR,WOMEN,TOTAL,2013,Weeks,26.0
Australia,EMP7,MEN,1564,2000,Percentage,0.0
United Kingdom,EMP6,ALL_PERSONS,1524,1995,Percentage,4.6
Russia,EMP6,ALL_PERSONS,1524,2010,Percentage,0.3
France,EMP2,ALL_PERSONS,2554,2005,Percentage,80.8
Slovenia,EMP8,ALL_PERSONS,1524,2011,Percentage,74.5
Sweden,EMP3,WOMEN,1524,1995,Percentage,18.4
Austria,EMP2,MEN,5564,1995,Percentage,42.8
Czech Republic,EMP1,ALL_PERSONS,1564,2010,Percentage,70.2
Poland,EMP2,WOMEN,1524,2010,Percentage,22.1
New Zealand,EMP2,MEN,2554,1990,Percentage,87.0
United Kingdom,EMP8,ALL_PERSONS,2554,1990,Percentage,3.9
Canada,EMP8,WOMEN,2554,2013,Percentage,10.7
Greece,EMP7,WOMEN,1564,2005,Percentage,45.3
Canada,EMP8,WOMEN,1524,2010,Percentage,30.0
Turkey,EMP8,WOMEN,5564,1995,Percentage,51.1
Denmark,EMP3,WOMEN,1524,2012,Percentage,13.5
Sweden,EMP8,WOMEN,TOTAL,2012,Percentage,18.5
Italy,EMP18_PAID,WOMEN,TOTAL,2013,Weeks,47.7
Russia,EMP8,WOMEN,1524,2013,Percentage,11.4
China (People's Republic of),EMP2,WOMEN,1564,2000,Percentage,73.8
Switzerland,EMP2,MEN,5564,2005,Percentage,74.9
Poland,EMP6,MEN,55PLUS,2013,Percentage,1.2
Hungary,EMP8,ALL_PERSONS,1524,2012,Percentage,22.7
Germany,EMP1,MEN,1524,2012,Percentage,53.2
United Kingdom,EMP2,ALL_PERSONS,1524,2005,Percentage,58.8
Sweden,EMP6,MEN,2554,2010,Percentage,1.5
Czech Republic,EMP1,MEN,1564,2000,Percentage,79.4
Spain,EMP1,ALL_PERSONS,1564,2000,Percentage,66.7
United Kingdom,EMP1,MEN,1524,1995,Percentage,74.4
Korea,EMP3,MEN,1524,1990,Percentage,9.5
Ireland,EMP1,WOMEN,1564,2010,Percentage,65.0
Sweden,EMP2,MEN,5564,2000,Percentage,67.7
Slovak Republic,EMP7,MEN,1564,2005,Percentage,67.7
New Zealand,EMP1,ALL_PERSONS,1564,1995,Percentage,74.5
Portugal,EMP1,MEN,1524,1995,Percentage,45.8
Korea,EMP2,WOMEN,5564,2012,Percentage,49.4
Czech Republic,EMP6,ALL_PERSONS,2554,2000,Percentage,1.2
Finland,EMP1,WOMEN,1564,2010,Percentage,72.5
Australia,EMP6,ALL_PERSONS,55PLUS,1990,Percentage,2.1
Chile,EMP7,ALL_PERSONS,1564,2005,Percentage,62.4
Slovak Republic,EMP1,ALL_PERSONS,1564,2011,Percentage,68.7
Iceland,EMP1,ALL_PERSONS,1524,2013,Percentage,78.9
New Zealand,EMP1,WOMEN,1524,2000,Percentage,59.5
Brazil,EMP2,MEN,1524,2012,Percentage,56.4
Belgium,EMP11,WOMEN,TOTAL,2013,Percentage,16.7
South Africa,EMP2,ALL_PERSONS,5564,2013,Percentage,39.2
Spain,EMP6,ALL_PERSONS,2554,1990,Percentage,1.1
Germany,EMP3,MEN,1524,2000,Percentage,9.2
Hungary,EMP8,WOMEN,2554,2000,Percentage,5.3
Slovak Republic,EMP1,ALL_PERSONS,1524,2011,Percentage,30.1
Germany,EMP2,ALL_PERSONS,2554,2005,Percentage,77.4
Greece,EMP8,ALL_PERSONS,5564,2012,Percentage,6.6
Spain,EMP2,MEN,1524,1995,Percentage,35.1
Turkey,EMP8,ALL_PERSONS,5564,2010,Percentage,17.3
Brazil,EMP2,MEN,5564,2011,Percentage,70.0
United States,EMP2,ALL_PERSONS,1564,2013,Percentage,67.4
Ireland,EMP3,ALL_PERSONS,1524,2010,Percentage,28.8
Germany,EMP7,WOMEN,1564,2000,Percentage,46.0
Germany,EMP6,MEN,2554,2005,Percentage,2.4
Austria,EMP2,ALL_PERSONS,1564,2012,Percentage,71.4
South Africa,EMP7,MEN,1564,2005,Percentage,0.0
Korea,EMP2,ALL_PERSONS,5564,1995,Percentage,63.6
Russia,EMP2,WOMEN,2554,2011,Percentage,81.8
Estonia,EMP1,MEN,1524,1995,Percentage,58.3
United Kingdom,EMP3,MEN,1524,2000,Percentage,13.2
Japan,EMP8,ALL_PERSONS,1524,2011,Percentage,26.4
South Africa,EMP2,WOMEN,1524,2005,Percentage,12.1
Hungary,EMP8,WOMEN,1524,2000,Percentage,13.4
Belgium,EMP2,ALL_PERSONS,1564,1995,Percentage,56.3
United Kingdom,EMP8,ALL_PERSONS,1524,2010,Percentage,13.8
New Zealand,EMP1,WOMEN,1564,2000,Percentage,67.2
Belgium,EMP7,WOMEN,1564,2012,Percentage,46.3
Russia,EMP2,WOMEN,1524,2005,Percentage,29.8
Germany,EMP6,MEN,1524,2005,Percentage,3.2
Israel,EMP2,MEN,2554,2005,Percentage,78.1
Turkey,EMP7,WOMEN,1564,2000,Percentage,0.0
Russia,EMP10,MEN,TOTAL,2013,Percentage,7.9
Greece,EMP8,WOMEN,2554,2000,Percentage,13.8
Denmark,EMP8,MEN,2554,2005,Percentage,5.3
Germany,EMP2,WOMEN,1524,1990,Percentage,54.0
Spain,EMP6,MEN,1524,2011,Percentage,10.6
Sweden,EMP6,MEN,1524,2010,Percentage,8.1
Poland,EMP8,MEN,2554,2011,Percentage,24.3
Netherlands,EMP1,MEN,1564,1990,Percentage,80.0
Czech Republic,EMP1,ALL_PERSONS,1524,2010,Percentage,30.9
Sweden,EMP6,MEN,2554,1990,Percentage,0.6
Estonia,EMP1,ALL_PERSONS,1524,2011,Percentage,40.7
Hungary,EMP2,ALL_PERSONS,5564,2010,Percentage,33.6
Turkey,EMP2,WOMEN,1524,1990,Percentage,33.5
Luxembourg,EMP6,WOMEN,1524,2005,Percentage,1.8
Ireland,EMP5,ALL_PERSONS,TOTAL,2013,Percentage,24.2
Italy,EMP2,WOMEN,2554,2010,Percentage,58.8
Belgium,EMP2,ALL_PERSONS,1564,2012,Percentage,61.8
Russia,EMP8,WOMEN,2554,2012,Percentage,5.9
Slovak Republic,EMP2,MEN,1524,1995,Percentage,38.4
Iceland,EMP2,MEN,2554,2000,Percentage,95.1
United Kingdom,EMP8,ALL_PERSONS,5564,2010,Percentage,5.0
Japan,EMP6,WOMEN,1524,2010,Percentage,11.4
Korea,EMP1,ALL_PERSONS,TOTAL,2013,Percentage,61.7
Finland,EMP3,ALL_PERSONS,1524,1990,Percentage,8.9
Turkey,EMP2,WOMEN,1564,2011,Percentage,27.8
Italy,EMP8,WOMEN,1524,2012,Percentage,54.7
New Zealand,EMP6,WOMEN,1524,1990,Percentage,7.9
Poland,EMP2,ALL_PERSONS,5564,2005,Percentage,29.1
Canada,EMP6,MEN,2554,2000,Percentage,2.2
OECD - Average,EMP3,WOMEN,1524,1990,Percentage,13.9
Indonesia,EMP1,ALL_PERSONS,1564,2005,Percentage,69.1
Israel,EMP6,WOMEN,TOTAL,2013,Percentage,4.9
France,EMP2,ALL_PERSONS,1564,2000,Percentage,61.1
United States,EMP7,MEN,1564,2012,Percentage,72.9
Norway,EMP3,MEN,1524,2011,Percentage,9.3
Poland,EMP1,MEN,1564,2012,Percentage,73.3
Ireland,EMP1,WOMEN,1524,2010,Percentage,52.5
United Kingdom,EMP2,MEN,1564,2013,Percentage,76.2
Austria,EMP8,MEN,2554,2000,Percentage,3.0
Czech Republic,EMP2,WOMEN,1524,1995,Percentage,38.3
Canada,EMP8,ALL_PERSONS,5564,2005,Percentage,10.4
Australia,EMP2,MEN,1524,1990,Percentage,65.3
Luxembourg,EMP6,ALL_PERSONS,1524,2011,Percentage,3.3
Portugal,EMP1,MEN,1564,1995,Percentage,75.4
Slovenia,EMP8,ALL_PERSONS,5564,2011,Percentage,11.0
Slovenia,EMP2,WOMEN,TOTAL,2013,Percentage,46.0
OECD - Average,EMP1,WOMEN,TOTAL,2013,Percentage,51.5
Finland,EMP2,ALL_PERSONS,1524,2013,Percentage,43.2
Canada,EMP3,MEN,1524,1995,Percentage,16.3
India,EMP1,WOMEN,1524,2010,Percentage,19.4
Turkey,EMP3,MEN,1524,2000,Percentage,13.7
Norway,EMP2,WOMEN,1564,2005,Percentage,72.0
Turkey,EMP2,ALL_PERSONS,2554,2005,Percentage,53.0
Indonesia,EMP1,WOMEN,1564,2013,Percentage,54.0
Canada,EMP2,ALL_PERSONS,2554,2000,Percentage,79.9
Belgium,EMP3,MEN,1524,2012,Percentage,20.4
Germany,EMP6,ALL_PERSONS,TOTAL,2013,Percentage,4.0
Czech Republic,EMP8,MEN,1524,2013,Percentage,24.9
Poland,EMP2,WOMEN,5564,2013,Percentage,31.0
Chile,EMP3,MEN,1524,2013,Percentage,13.9
Brazil,EMP1,ALL_PERSONS,1564,2011,Percentage,71.8
Poland,EMP3,ALL_PERSONS,1524,2010,Percentage,23.7
Italy,EMP8,WOMEN,2554,2012,Percentage,13.8
Portugal,EMP8,ALL_PERSONS,TOTAL,2013,Percentage,21.4
Russia,EMP2,MEN,1564,2013,Percentage,73.6
Spain,EMP2,ALL_PERSONS,2554,2011,Percentage,69.1
Korea,EMP1,WOMEN,1524,2000,Percentage,37.0
Australia,EMP2,MEN,5564,2013,Percentage,69.0
Austria,EMP2,ALL_PERSONS,1564,2000,Percentage,68.3
Denmark,EMP8,ALL_PERSONS,2554,2012,Percentage,7.0
Finland,EMP2,ALL_PERSONS,2554,1990,Percentage,87.9
OECD - Average,EMP2,ALL_PERSONS,5564,2000,Percentage,47.8
Japan,EMP8,MEN,5564,2010,Percentage,10.1
Chile,EMP2,ALL_PERSONS,1564,2013,Percentage,62.3
Indonesia,EMP16,MEN,TOTAL,2012,Years,7.2
Brazil,EMP2,WOMEN,1564,2011,Percentage,55.2
Luxembourg,EMP8,ALL_PERSONS,1524,2011,Percentage,34.5
Sweden,EMP8,WOMEN,2554,2000,Percentage,14.0
Hungary,EMP8,MEN,1524,2010,Percentage,24.4
Finland,EMP2,MEN,5564,2000,Percentage,43.7
Ireland,EMP10,WOMEN,TOTAL,2013,Percentage,5.9
Poland,EMP6,MEN,2554,2010,Percentage,1.0
Slovenia,EMP2,MEN,TOTAL,2000,Percentage,60.0
China (People's Republic of),EMP2,MEN,1524,2000,Percentage,61.8
Austria,EMP1,MEN,1524,2012,Percentage,63.1
Ireland,EMP1,ALL_PERSONS,1564,2013,Percentage,72.2
Switzerland,EMP2,ALL_PERSONS,5564,2010,Percentage,66.2
Italy,EMP1,WOMEN,1564,2010,Percentage,51.1
New Zealand,EMP6,ALL_PERSONS,1524,2010,Percentage,10.7
Slovak Republic,EMP6,MEN,2554,2005,Percentage,0.3
Austria,EMP2,ALL_PERSONS,2554,2005,Percentage,81.6
Iceland,EMP2,MEN,1564,2012,Percentage,81.9
United Kingdom,EMP1,WOMEN,1524,1990,Percentage,72.4
Slovak Republic,EMP3,ALL_PERSONS,1524,2005,Percentage,29.9
Slovenia,EMP6,ALL_PERSONS,1524,2010,Percentage,1.1
Brazil,EMP1,ALL_PERSONS,1564,2005,Percentage,74.1
Belgium,EMP8,MEN,TOTAL,2013,Percentage,7.3
Netherlands,EMP3,WOMEN,1524,2011,Percentage,9.5
Italy,EMP1,MEN,1524,2000,Percentage,44.6
Hungary,EMP2,MEN,2554,2011,Percentage,79.5
South Africa,EMP2,MEN,1524,2012,Percentage,14.6
Spain,EMP8,ALL_PERSONS,1524,2010,Percentage,58.4
United States,EMP7,MEN,1564,2000,Percentage,83.0
Korea,EMP1,ALL_PERSONS,1524,2012,Percentage,26.5
Austria,EMP2,WOMEN,1524,2013,Percentage,49.8
Greece,EMP6,WOMEN,2554,2005,Percentage,4.2
Denmark,EMP8,WOMEN,5564,2012,Percentage,3.6
Korea,EMP2,WOMEN,TOTAL,2013,Percentage,48.9
Estonia,EMP2,MEN,1564,1990,Percentage,84.9
France,EMP2,WOMEN,1564,2011,Percentage,59.7
OECD - Average,EMP2,WOMEN,5564,2000,Percentage,36.9
Iceland,EMP1,WOMEN,TOTAL,2013,Percentage,78.5
Indonesia,EMP3,ALL_PERSONS,1524,2013,Percentage,19.5
Czech Republic,EMP6,ALL_PERSONS,1524,2000,Percentage,1.3
Hungary,EMP1,MEN,1524,2000,Percentage,41.8
United States,EMP1,WOMEN,1564,2012,Percentage,67.6
Ireland,EMP1,WOMEN,1564,2013,Percentage,65.9
Slovak Republic,EMP2,MEN,1524,2012,Percentage,24.1
Finland,EMP6,MEN,1524,2010,Percentage,5.2
Poland,EMP7,MEN,1564,2013,Percentage,70.9
Denmark,EMP18_PAR,WOMEN,TOTAL,2012,Weeks,32.0
Brazil,EMP1,WOMEN,1564,2005,Percentage,63.1
Spain,EMP3,ALL_PERSONS,1524,2005,Percentage,19.6
Czech Republic,EMP6,WOMEN,1524,2011,Percentage,2.9
Poland,EMP2,WOMEN,1524,2013,Percentage,19.5
Finland,EMP1,WOMEN,1564,1990,Percentage,73.4
New Zealand,EMP3,ALL_PERSONS,1524,2000,Percentage,13.5
Japan,EMP2,ALL_PERSONS,1564,1990,Percentage,68.6
New Zealand,EMP18_MAT,WOMEN,TOTAL,2012,Weeks,14.0
Australia,EMP3,ALL_PERSONS,1524,2000,Percentage,12.1
Israel,EMP6,WOMEN,1524,2005,Percentage,12.6
Finland,EMP10,WOMEN,TOTAL,2013,Percentage,1.7
Slovak Republic,EMP10,WOMEN,TOTAL,2012,Percentage,3.3
Sweden,EMP8,MEN,2554,2005,Percentage,10.7
Iceland,EMP2,MEN,1564,1995,Percentage,84.0
New Zealand,EMP3,WOMEN,1524,2011,Percentage,16.4
Hungary,EMP2,MEN,1564,2012,Percentage,61.6
Czech Republic,EMP8,ALL_PERSONS,2554,1995,Percentage,3.8
New Zealand,EMP2,MEN,1524,1990,Percentage,61.4
Turkey,EMP6,ALL_PERSONS,TOTAL,2011,Percentage,0.8
Ireland,EMP6,WOMEN,1524,2000,Percentage,2.9
Belgium,EMP1,ALL_PERSONS,1524,2000,Percentage,35.3
Germany,EMP8,ALL_PERSONS,5564,2010,Percentage,4.6
Japan,EMP18_PAR,WOMEN,TOTAL,2013,Weeks,44.0
Netherlands,EMP3,MEN,1524,2010,Percentage,12.0
Switzerland,EMP3,WOMEN,1524,2010,Percentage,8.7
France,EMP1,MEN,1524,2000,Percentage,32.6
Germany,EMP2,WOMEN,5564,2013,Percentage,57.6
Greece,EMP2,MEN,1564,2000,Percentage,71.5
OECD - Average,EMP2,MEN,1564,2005,Percentage,75.0
Norway,EMP2,ALL_PERSONS,1524,1990,Percentage,53.4
Portugal,EMP8,WOMEN,5564,2010,Percentage,10.1
Iceland,EMP2,WOMEN,1564,2013,Percentage,79.9
Korea,EMP7,MEN,1564,2000,Percentage,96.4
Germany,EMP2,WOMEN,2554,1990,Percentage,59.6
Austria,EMP7,ALL_PERSONS,1564,2012,Percentage,66.8
Slovak Republic,EMP2,ALL_PERSONS,1564,2000,Percentage,56.8
Denmark,EMP8,WOMEN,5564,1995,Percentage,4.3
OECD - Average,EMP6,ALL_PERSONS,2554,2005,Percentage,2.5
Norway,EMP2,ALL_PERSONS,5564,2010,Percentage,68.6
Canada,EMP2,ALL_PERSONS,5564,2011,Percentage,58.4
Japan,EMP1,MEN,1564,2013,Percentage,84.6
Austria,EMP8,WOMEN,2554,1995,Percentage,4.0
Greece,EMP3,MEN,1524,2005,Percentage,18.9
Netherlands,EMP10,WOMEN,TOTAL,2013,Percentage,3.7
United Kingdom,EMP6,MEN,55PLUS,2013,Percentage,2.8
Indonesia,EMP1,WOMEN,1564,2010,Percentage,54.1
Indonesia,EMP1,MEN,1524,2000,Percentage,60.8
Russia,EMP8,MEN,1524,2000,Percentage,18.8
Slovak Republic,EMP8,WOMEN,5564,2013,Percentage,7.0
OECD - Average,EMP6,WOMEN,2554,2013,Percentage,5.6
Australia,EMP6,WOMEN,TOTAL,1990,Percentage,6.6
Netherlands,EMP8,WOMEN,2554,2010,Percentage,14.5
Korea,EMP2,MEN,1524,2013,Percentage,20.1
Germany,EMP1,WOMEN,1524,2010,Percentage,48.9
Estonia,EMP6,WOMEN,TOTAL,2013,Percentage,2.6
Slovenia,EMP2,ALL_PERSONS,1524,2000,Percentage,32.8
Denmark,EMP1,ALL_PERSONS,1564,2010,Percentage,79.4
Finland,EMP2,WOMEN,1524,1995,Percentage,28.2
Canada,EMP8,MEN,2554,2000,Percentage,7.8
Czech Republic,EMP6,MEN,1524,1995,Percentage,0.2
Czech Republic,EMP8,MEN,1524,2010,Percentage,19.9
Chile,EMP10,WOMEN,TOTAL,2012,Percentage,1.4
Mexico,EMP2,MEN,5564,1995,Percentage,75.7
South Africa,EMP1,ALL_PERSONS,1524,2011,Percentage,25.5
